Age Range,Industry, Job title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
25-34,Entertainment,Production Assistant,42900,0,United StatesD,United States,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Man
25-34,Nonprofits,Director Of Donor Engagement,42900,0,United StatesD,United States,Mississippi,Tupelo,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Digital,Product Owner,42860,2000,GBP,united kingdom,Unknown,Brighton,8 - 10 years,5 - 7 years,College degree,Woman
45-54,Education (Higher Education),Specialist ,42684,0,CAD,Canada,Unknown,"Calgary, Alberta",8 - 10 years,2 - 4 years,Some college,Woman
25-34,Computing Or Tech,Web Design And Front-End Developer,42640,410,United StatesD,United States,Wisconsin,Menomonie,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Program Technician,42640,0,United StatesD,United States,Vermont,Waterbury,8 - 10 years,2 - 4 years,College degree,Non-binary
25-34,Government And Public Administration,Administrative Assistant,42600,0,CAD,Canada,Unknown,Edmonton,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Education (Higher Education),"Coordinator, Student Volunteer Programs",42500,0,United StatesD,United States,Illinois,rural college town,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Nonprofits,Administrative Assistant,42500,0,United StatesD,United States,Minnesota,Minneapolis-St. Paul,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Office Manager,42500,0,United StatesD,United States,Montana,Missoula,8 - 10 years,5 - 7 years,College degree,Non-binary
35-44,Recruitment Or Hr,Recruiter,42500,0,United StatesD,United States,Minnesota,Saint Paul,8 - 10 years,5 - 7 years,Some college,Man
25-34,Nonprofits,Finance And Administration Manager,42500,0,United StatesD,United States,MassachUnited Statesetts,Athol,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Retail,General Manager,42500,6400,United StatesD,United States,Tennessee,Knoxville,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Education (Primary/Secondary),High School English Teacher,42500,0,United StatesD,United States,Michigan,Woodhaven,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Digital Communications & Events Manager,42500,0,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Hospitality & Events,Dining Services Supervisor,42300,0,United StatesD,United States,New York,Fredonia ,8 - 10 years,11 - 20 years,Master's degree,Woman
25-34,Education (Higher Education),Bunited Statesiness Operations Analyst,42078,0,United StatesD,United States,Idaho,Moscow,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Education (Higher Education),Research Fellow,42000,0,GBP,United Kingdom,Unknown,Manchester,8 - 10 years,5 - 7 years,PhD,Man
25-34,Property Or Construction,Bid Manager,42000,3000,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Transport Or Logistics,International Cunited Statestomer Service,42000,0,United StatesD,United States,New Jersey,Jersey City ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Primary/Secondary),Teacher,42000,0,United StatesD,United States,Indiana,Hammond,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Law,Office Administrator/Bookkeeper,42000,0,United StatesD,United States,Arizona,Tucson,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Insurance,Cunited Statestomer Service Representative,42000,0,United StatesD,United States,Michigan,Detroit,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Education (Higher Education),Financial Aid Counselor,42000,3000,United StatesD,United States,Washington,Spokane,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Mortgage,Post Closing Corrections Specialist,42000,0,United StatesD,United States,Utah,Draper,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Nonprofits,Admin Director ,42000,500,United StatesD,United States,Illinois,Normal I’ll ,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Academic Press Production,Production Controller,42000,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,"Marketing, Advertising & Pr",Prepress Technician,42000,0,United StatesD,United States,North Carolina,Greensboro,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Disability Services ,Support Coordinator ,42000,3000,AUD/NZD,Australia,Unknown,Perth,8 - 10 years,1 year or less,High School,Woman
35-44,"Accounting, Banking & Finance",Revenue Accountant ,42000,2000,United StatesD,United States,Kansas,Pittsburg ,8 - 10 years,2 - 4 years,Some college,Non-binary
25-34,"Accounting, Banking & Finance",Loan Processor,42000,36000,United StatesD,Israel,IllinoIsrael,Chicago ,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Education (Primary/Secondary),High School English Teacher,42000,0,United StatesD,United States,West Virginia,Charleston,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Insurance,Underwriter,42000,0,United StatesD,United States,Louisiana,Lafayette ,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Software Tester,42000,2000,United StatesD,United States,Ohio,Westlake,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Ehs Specialist Consultant,42000,0,United StatesD,United States,Ohio,"Elkton, VA",8 - 10 years,1 year or less,College degree,Woman
25-34,Administration In Mlm,Director,42000,2000,United StatesD,United States,California,Ontario,8 - 10 years,5 - 7 years,Some college,Woman
25-34,Nonprofits,Program Coordinator,42000,0,United StatesD,United States,Ohio,Dayton,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Law,Legal Assistant,42000,0,CAD,Canada,Unknown,Toronto,8 - 10 years,2 - 4 years,College degree,Woman
35-44,"Accounting, Banking & Finance",Representative ,42000,6000,United StatesD,United States,Virginia,Portsmouth ,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Nonprofits,System Administrator,42000,0,United StatesD,United States,Maryland,Westminster,8 - 10 years,2 - 4 years,College degree,Man
35-44,Media & Digital,Web Manager,42000,300,United StatesD,United States,Washington,From home for a chicago based company,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Student Paraprofessional,41787,0,United StatesD,United States,Minnesota,"St Paul, MN",8 - 10 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Support Centre Manager,41750,0,CAD,Canada,Unknown,"Vancouver, Canada",8 - 10 years,5 - 7 years,Some college,Man
25-34,Social Work,Social Worker ,41607,0,GBP,United Kingdom,Unknown,London,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Nonprofits,Office Manager,41600,0,United StatesD,United States,California,San Diego,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Program Assistant,41600,0,United StatesD,United States,Oregon,Portland,8 - 10 years,2 - 4 years,Master's degree,Woman
35-44,Nonprofits,Training/Prevention Specialist ,41600,0,United StatesD,United States,Delaware,Wilmington ,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Staff Accountant,41600,5000,United StatesD,United States,Florida,Orlando,8 - 10 years,5 - 7 years,College degree,Woman
18-24,Insurance,Clinical Support Coordinator ,41600,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,1 year or less,Some college,Woman
25-34,Computing Or Tech,Project Coordinator,41600,0,United StatesD,United States,Michigan,Ann Arbor,8 - 10 years,5 - 7 years,College degree,Non-binary
25-34,Cleaning,Cleaner,41600,0,United StatesD,United States,North Dakota,Williston ,8 - 10 years,2 - 4 years,High School,Woman
35-44,Media & Digital,Fellow ,41600,0,United StatesD,United States,New York,New York City,8 - 10 years,1 year or less,Master's degree,Woman
25-34,Nonprofits,Stewardship Officer,41500,0,United StatesD,United States,Indiana,Indianapolis,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Retail,Cunited Statestomer Service Manager ,41288,0,United StatesD,United States,Illinois,Chicago ,8 - 10 years,5 - 7 years,Some college,Woman
25-34,Education (Higher Education),Financial Aid Officer,41000,0,United StatesD,United States,Florida,West Palm Beach,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Team Lead,41000,3000,United StatesD,United States,Indiana,Indianapolis ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Utilities & Telecommunications,Leasing Administrator ,41000,0,United StatesD,United States,Texas,Fort Worth,8 - 10 years,1 year or less,Master's degree,Woman
25-34,Government And Public Administration,Librarian,41000,0,United StatesD,United States,Illinois,Effingham,8 - 10 years,2 - 4 years,Some college,Man
25-34,Nonprofits,Corporate & Foundation Relations Manager,41000,0,United StatesD,United States,Montana,Missoula,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Instructor/Assistant Director,41000,0,United StatesD,United States,Kansas,Pittsburg,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Entertainment,Producer,41000,4200,United StatesD,United States,California,Los Angeles,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Law Enforcement & Security,Detentions Crew Leader,41000,0,United StatesD,United States,Colorado,Aurora,8 - 10 years,1 year or less,College degree,Woman
35-44,Nonprofits,Operations Coordinator ,40979,0,United StatesD,United States,Pennsylvania,Philadelphia ,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Libraries/Munited Stateseums/Archives,Branch Manager,40830,0,United StatesD,United States,Louisiana,prefer not to answer,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Education (Higher Education),Digital Scholarship Strategist,40768,0,United StatesD,United States,Georgia,Kennesaw,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Librarian,Teen Librarian,40700,0,United StatesD,United States,Ohio,Marion,8 - 10 years,11 - 20 years,Master's degree,Woman
25-34,Education (Higher Education),Hr Adviser,40613,0,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Cunited Statestomer Service Rep Iii,40518,0,United StatesD,United States,North Carolina,Morrisville,8 - 10 years,2 - 4 years,College degree,Unknown
25-34,Education (Higher Education),Head Of Statutory Reporting,40500,0,GBP,United Kingdom,Unknown,Nottingham,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Senior Policy Official,40050,0,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Nonprofits,Project Manager,40000,0,GBP,United Kingdom,Unknown,London,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Education (Higher Education),Digital Media And Communications Officer,40000,0,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Media & Digital,Account Manager,40000,4000,GBP,United Kingdom,Unknown,London,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Billing & Accounts Receivable Coordinator ,40000,2000,United StatesD,United States,Ohio,Canton,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Insurance,Service Representative Ii,40000,2675,United StatesD,United States,Wisconsin,Franklin,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Department Services Manager,40000,0,United StatesD,United States,North Carolina,Winston-Salem,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Policy Officer,40000,0,GBP,United Kingdom,Unknown,Edinburgh,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Entertainment,Game Designer,40000,0,United StatesD,United States,New York,New York,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Insurance,Underwriter,40000,500,United StatesD,United States,Tennessee,Chattanooga,8 - 10 years,5 - 7 years,Some college,Woman
35-44,"Accounting, Banking & Finance",Tax Accountant,40000,7000,United StatesD,United States,Texas,Huntsville,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Health Care,Patient Access Associate 3,40000,1000,United StatesD,United States,Virginia,Fairfax County,8 - 10 years,2 - 4 years,College degree,Woman
35-44,"Accounting, Banking & Finance",Administrative Assistant ,40000,3000,United StatesD,United States,Illinois,Willowbrook ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Nonprofits,Marketing And Communications Associate,40000,0,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Non-binary
25-34,Agriculture Or Forestry,Thouroughbred Exercise Rider  ,40000,0,CAD,Canada,Florida,Toronto,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Education (Higher Education),Archivist,40000,0,United StatesD,United States,Indiana,Anderson,8 - 10 years,5 - 7 years,Master's degree,Man
25-34,Computing Or Tech,Technology And Media Services Coordinator,40000,0,United StatesD,United States,California,Tuolumne,8 - 10 years,2 - 4 years,College degree,Man
35-44,Computing Or Tech,Client Services Representative,40000,0,United StatesD,United States,South Carolina,"Columbia, SC",8 - 10 years,5 - 7 years,High School,Man
25-34,Health Care,Certified Pharmacy Technician,40000,0,United StatesD,United States,California,"Santa Ana, CA",8 - 10 years,5 - 7 years,Some college,Man
35-44,Health Care,Admin Support,40000,0,CAD,Canada,Unknown,Lethbridge,8 - 10 years,1 year or less,College degree,Woman
25-34,Social Work,Post-Adoption Services Case Worker,40000,0,United StatesD,United States,Georgia,Atlanta,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Engineering Or Manufacturing,Administrative Assistant,40000,0,United StatesD,United States,New York,Buffalo,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Law,Paralegal,40000,0,United StatesD,United States,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Government And Public Adminisraeltration,Executive Assisraeltant,40000,0,EUR,Finland,Unknown,Helsinki,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Account Manager,40000,1000,GBP,United Kingdom,Unknown,Halesowen,8 - 10 years,2 - 4 years,College degree,Man
25-34,Stem Medical Research,Researcher 3,40000,0,United StatesD,United States,Alabama,Birmingham ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Senior Developer,40000,0,GBP,United Kingdom,Unknown,Cheltenham,8 - 10 years,5 - 7 years,High School,Man
25-34,"Marketing, Advertising & Pr",Content Writer/Copywriter,40000,1000,United StatesD,United States,North Carolina,Charlotte,8 - 10 years,2 - 4 years,College degree,Non-binary
35-44,Media & Digital,Staff Writer ,40000,0,United StatesD,United States,Unknown,San Diego ,8 - 10 years,1 year or less,Master's degree,Woman
25-34,Biology/Research,Lab Tech,40000,0,United StatesD,United States,New York,New York,8 - 10 years,2 - 4 years,Master's degree,Non-binary
25-34,Bunited Statesiness Or Consulting,System Engineer,40000,2000,EUR,Belgium,Unknown,BrUnited Statessels,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Nonprofits,Gifts And Data Coordinator ,40000,0,United StatesD,United States,Wisconsin,"Sheboygan, WI",8 - 10 years,5 - 7 years,College degree,Woman
25-34,Transport Or Logistics,Operational Service Representative,40000,3500,United StatesD,United States,Michigan,Detroit,8 - 10 years,1 year or less,College degree,Man
25-34,Nonprofits,Executive Director,40000,2000,United StatesD,United States,Illinois,Barrington,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,"Accounting, Banking & Finance",Junior Accountant,40000,0,United StatesD,United States,New Jersey,Parsippany,8 - 10 years,2 - 4 years,Master's degree,Man
